replicate,seed_spawn_key,method,estimate,task_cluster_se,ci_lower,ci_upper,covered_truth
3,"(3,)",Direct_Q_wrong,0.5638599999999995,0.010540934891435406,0.5431997676127861,0.5845202323872128,False
4,"(4,)",DR_both_correct,0.8038976812015497,0.009361898787465869,0.7855483595781166,0.8222470028249828,True
4,"(4,)",DR_propensity_correct_Q_wrong,0.805846495154225,0.01004551799124645,0.786157279891382,0.8255357104170681,True
4,"(4,)",DR_Q_correct_propensity_wrong,0.8501691040415618,0.055899265005560875,0.7406065446306624,0.9597316634524611,True
4,"(4,)",DR_both_wrong,1.480001247265628,0.057475699584233084,1.3673488760805312,1.592653618450725,False
4,"(4,)",IPW_propensity_correct,0.798339692385634,0.03779896056542289,0.7242537296774051,0.8724256550938628,True
4,"(4,)",IPW_propensity_wrong,1.393418499609376,0.0748947606489915,1.2466247687373526,1.5402122304813992,False
4,"(4,)",Direct_Q_correct,0.7990016942772685,0.006410694463627482,0.7864367331285587,0.8115666554259784,True
4,"(4,)",Direct_Q_wrong,0.5856190624999991,0.010605674436430693,0.564831940604595,0.6064061843954032,False
5,"(5,)",DR_both_correct,0.8128441308960308,0.009703458208311352,0.7938253528077406,0.831862908984321,True
5,"(5,)",DR_propensity_correct_Q_wrong,0.8142373258819245,0.01039402377255612,0.7938650392877146,0.8346096124761345,True
5,"(5,)",DR_Q_correct_propensity_wrong,0.7467121601864842,0.05799020010399582,0.6330513679826524,0.8603729523903161,True
5,"(5,)",DR_both_wrong,1.3317274023437493,0.05746805744753012,1.2190900097465902,1.4443647949409084,False
5,"(5,)",IPW_propensity_correct,0.8375195569435752,0.04010917361734168,0.7589055766535855,0.9161335372335648,True
5,"(5,)",IPW_propensity_wrong,1.2234464425781273,0.07242027585787233,1.0815027018966976,1.365390183259557,False
5,"(5,)",Direct_Q_correct,0.8126888836805499,0.0063734778782353115,0.8001968670392087,0.8251809003218912,False
5,"(5,)",Direct_Q_wrong,0.6066278124999984,0.010614971312037013,0.5858224687284058,0.627433156271591,False
6,"(6,)",DR_both_correct,0.8011802648042717,0.009940830536289734,0.7816962369531438,0.8206642926553996,True
6,"(6,)",DR_propensity_correct_Q_wrong,0.7992171076728798,0.010687439862074292,0.7782697255432142,0.8201644898025454,True
6,"(6,)",DR_Q_correct_propensity_wrong,0.8376781938664455,0.05690152679048332,0.7261512013570982,0.9492051863757928,True
6,"(6,)",DR_both_wrong,1.454489866015626,0.06009335309979775,1.3367068939400224,1.5722728380912296,False
6,"(6,)",IPW_propensity_correct,0.8077749203558804,0.03782850870421788,0.7336310432956133,0.8819187974161474,True
6,"(6,)",IPW_propensity_wrong,1.4053235097656271,0.07882423239837512,1.2508280142648118,1.5598190052664425,False
6,"(6,)",Direct_Q_correct,0.7982253619682842,0.006434571197765947,0.7856136024206629,0.8108371215159055,True
6,"(6,)",Direct_Q_wrong,0.5856190624999993,0.010605674436430701,0.5648319406045951,0.6064061843954035,False
7,"(7,)",DR_both_correct,0.7745714600901425,0.010609439762755437,0.7537769581551419,0.7953659620251432,False
7,"(7,)",DR_propensity_correct_Q_wrong,0.7684877800768468,0.011037790539354731,0.7468537106197115,0.7901218495339821,False
7,"(7,)",DR_Q_correct_propensity_wrong,0.683236597753788,0.061997141277772665,0.5617222008493535,0.8047509946582224,True
7,"(7,)",DR_both_wrong,1.3650984460937499,0.05974728664573988,1.2479937642680996,1.4822031279194001,False
7,"(7,)",IPW_propensity_correct,0.7786725655911922,0.03794091933642923,0.704308363691791,0.8530367674905935,True
7,"(7,)",IPW_propensity_wrong,1.3841495507812522,0.07966291489184939,1.2280102375932274,1.5402888639692771,False
7,"(7,)",Direct_Q_correct,0.7892024613038309,0.0064198458972633595,0.7766195633451947,0.8017853592624671,True
7,"(7,)",Direct_Q_wrong,0.5706128124999993,0.01056707167404239,0.5499013520188762,0.5913242729811223,False
8,"(8,)",DR_both_correct,0.7896991223942713,0.010023138765888983,0.770053770413129,0.8093444743754137,True
8,"(8,)",DR_propensity_correct_Q_wrong,0.7858273334522344,0.010586665610664809,0.7650774688553315,0.8065771980491374,True
8,"(8,)",DR_Q_correct_propensity_wrong,0.7345782279167575,0.055134607014386196,0.6265143981685606,0.8426420576649545,True
8,"(8,)",DR_both_wrong,1.3598411257812477,0.05488864004963971,1.252259391283954,1.4674228602785415,False
8,"(8,)",IPW_propensity_correct,0.8018120387155478,0.03837974210219787,0.72658774419524,0.8770363332358557,True
8,"(8,)",IPW_propensity_wrong,1.3110888445312527,0.07364073781880176,1.1667529984064013,1.4554246906561041,False
8,"(8,)",Direct_Q_correct,0.8030673945670354,0.006377438988843837,0.7905676141489014,0.8155671749851693,True
8,"(8,)",Direct_Q_wrong,0.5901209374999987,0.01061205031447882,0.5693213188836203,0.6109205561163772,False
9,"(9,)",DR_both_correct,0.8029855325070625,0.009163192303973488,0.7850256755912745,0.8209453894228506,True
9,"(9,)",DR_propensity_correct_Q_wrong,0.804924618570276,0.009903508673848208,0.7855137415695335,0.8243354955710185,True
9,"(9,)",DR_Q_correct_propensity_wrong,0.8507334785807025,0.05479851853691763,0.7433283822483439,0.9581385749130611,True
9,"(9,)",DR_both_wrong,1.4978364328125016,0.05717514434721079,1.3857731498919683,1.6098997157330348,False
9,"(9,)",IPW_propensity_correct,0.7900390449656792,0.03891829839467001,0.713759180112126,0.8663189098192324,True
9,"(9,)",IPW_propensity_wrong,1.4001154171875019,0.07956471774728642,1.2441685704028205,1.5560622639721833,False
9,"(9,)",Direct_Q_correct,0.801520347788597,0.006402727150977443,0.7889710025726813,0.8140696930045128,True
9,"(9,)",Direct_Q_wrong,0.5893706249999993,0.0106111539381185,0.568572763281287,0.6101684867187115,False
10,"(10,)",DR_both_correct,0.8004483055624761,0.009613863978136964,0.7816051321653277,0.8192914789596246,True
10,"(10,)",DR_propensity_correct_Q_wrong,0.8017581134980218,0.010375771052041485,0.7814216022360205,0.8220946247600232,True
10,"(10,)",DR_Q_correct_propensity_wrong,0.8691360749454689,0.05710687868639942,0.757206592720126,0.9810655571708117,True
10,"(10,)",DR_both_wrong,1.5351235398437526,0.0600627854141724,1.4174004804319746,1.6528465992555306,False
10,"(10,)",IPW_propensity_correct,0.8498915953273909,0.03942344565465414,0.7726216418442687,0.927161548810513,True
10,"(10,)",IPW_propensity_wrong,1.5062415468750023,0.08362562927678316,1.3423353134925073,1.6701477802574973,False
10,"(10,)",Direct_Q_correct,0.7982114646425029,0.006376168702133263,0.7857141739863217,0.8107087552986841,True
10,"(10,)",Direct_Q_wrong,0.5818674999999991,0.010598530228984894,0.5610943807511887,0.6026406192488095,False
11,"(11,)",DR_both_correct,0.8105752073116268,0.009261687869825105,0.7924222990867696,0.828728115536484,True
11,"(11,)",DR_propensity_correct_Q_wrong,0.81588357321159,0.010139987049254699,0.7960091985950508,0.8357579478281292,True
11,"(11,)",DR_Q_correct_propensity_wrong,0.9263681103307817,0.05404841222754238,0.8204332223647987,1.0323029982967649,False
11,"(11,)",DR_both_wrong,1.5502235289062494,0.05873048348313758,1.4351117812792997,1.665335276533199,False
11,"(11,)",IPW_propensity_correct,0.77894405672024,0.036425956909011396,0.7075491811785777,0.8503389322619024,True
11,"(11,)",IPW_propensity_wrong,1.4704708710937504,0.08184124712562689,1.3100620267275218,1.630879715459979,False
11,"(11,)",Direct_Q_correct,0.8048872021889873,0.006381446739951881,0.7923795665786817,0.817394837799293,True
11,"(11,)",Direct_Q_wrong,0.5931221874999983,0.01061497131203704,0.5723168437284057,0.6139275312715909,False
12,"(12,)",DR_both_correct,0.7927223667832507,0.009875819374849515,0.7733657608085457,0.8120789727579557,True
12,"(12,)",DR_propensity_correct_Q_wrong,0.7947890950165791,0.010580789916557809,0.7740507467801259,0.8155274432530324,True
12,"(12,)",DR_Q_correct_propensity_wrong,0.733947939772266,0.05963319057477259,0.6170668862457117,0.8508289932988203,True
12,"(12,)",DR_both_wrong,1.3759014277343748,0.05861451795485982,1.2610169725428495,1.4907858829259002,False
12,"(12,)",IPW_propensity_correct,0.8138424224762167,0.03821947954328675,0.7389322425713747,0.8887526023810588,True
12,"(12,)",IPW_propensity_wrong,1.3328973046875021,0.07264568544985021,1.1905117612057956,1.4752828481692086,False
12,"(12,)",Direct_Q_correct,0.7954507234118001,0.0063670418753138365,0.782971321336185,0.8079301254874153,True
12,"(12,)",Direct_Q_wrong,0.5766153124999983,0.010585725065954068,0.5558672913707283,0.5973633336292683,False
13,"(13,)",DR_both_correct,0.8079862643510325,0.00952066613539477,0.7893257587256587,0.8266467699764063,True
13,"(13,)",DR_propensity_correct_Q_wrong,0.8082388924532424,0.010353780675741284,0.7879454823287895,0.8285323025776954,True
13,"(13,)",DR_Q_correct_propensity_wrong,0.8183120520134378,0.052227988711105434,0.7159451941396712,0.9206789098872045,True
13,"(13,)",DR_both_wrong,1.3715629023437466,0.05417993733504985,1.265370225167049,1.4777555795204442,False
13,"(13,)",IPW_propensity_correct,0.8549416221400012,0.0395056082139727,0.7775106300406147,0.9323726142393878,True
13,"(13,)",IPW_propensity_wrong,1.2925920644531266,0.07481534917258958,1.145953980074851,1.439230148831402,False
13,"(13,)",Direct_Q_correct,0.8071608895083632,0.006457616685579567,0.7945039608046273,0.8198178182120991,True
13,"(13,)",Direct_Q_wrong,0.6021259374999987,0.010617360621403091,0.5813159106820486,0.6229359643179487,False
14,"(14,)",DR_both_correct,0.7910816862224367,0.00986816347540131,0.7717400858106501,0.8104232866342232,True
14,"(14,)",DR_propensity_correct_Q_wrong,0.7866310238942035,0.010574315235967137,0.7659053660317079,0.8073566817566991,True
14,"(14,)",DR_Q_correct_propensity_wrong,0.8203691429905469,0.056637798568552465,0.709359057796184,0.9313792281849097,True
14,"(14,)",DR_both_wrong,1.448299871484375,0.05923904604091174,1.332191341244188,1.5644084017245619,False
14,"(14,)",IPW_propensity_correct,0.7509706490842782,0.037388216261847636,0.6776897452110568,0.8242515529574996,True
14,"(14,)",IPW_propensity_wrong,1.2730716960937534,0.07598366856570576,1.1241437057049701,1.4219996864825366,False
14,"(14,)",Direct_Q_correct,0.8016598160835197,0.006417926106358079,0.7890806809150578,0.8142389512519815,True
14,"(14,)",Direct_Q_wrong,0.5893706249999991,0.010611153938118498,0.5685727632812869,0.6101684867187114,False
15,"(15,)",DR_both_correct,0.8151007105257999,0.009141479892899833,0.7971834099357162,0.8330180111158836,True
15,"(15,)",DR_propensity_correct_Q_wrong,0.8089506596111815,0.009710560731246494,0.7899179605779384,0.8279833586444246,True
15,"(15,)",DR_Q_correct_propensity_wrong,0.9085494054246097,0.050616729399950044,0.8093406158007076,1.0077581950485117,False
15,"(15,)",DR_both_wrong,1.513670582421875,0.054834298190457535,1.4061953579685782,1.6211458068751718,False
15,"(15,)",IPW_propensity_correct,0.848960276203554,0.03893109976868716,0.7726553206569271,0.9252652317501808,True
15,"(15,)",IPW_propensity_wrong,1.4977179046875024,0.07985300375972318,1.341206017318445,1.6542297920565598,False
15,"(15,)",Direct_Q_correct,0.798710173034066,0.006461653775074561,0.7860453316349199,0.8113750144332121,True
15,"(15,)",Direct_Q_wrong,0.5878699999999989,0.010609161719499223,0.5670760430297804,0.6086639569702174,False
16,"(16,)",DR_both_correct,0.7934368196233186,0.009662777340141763,0.7744977760366407,0.8123758632099964,True
16,"(16,)",DR_propensity_correct_Q_wrong,0.7939708282432467,0.010400189370916748,0.7735864570762498,0.8143551994102436,True
16,"(16,)",DR_Q_correct_propensity_wrong,0.7990867879478509,0.05607705601559548,0.6891757581572838,0.908997817738418,True
16,"(16,)",DR_both_wrong,1.4250938957031227,0.05797642665446477,1.3114600994603718,1.5387276919458737,False
16,"(16,)",IPW_propensity_correct,0.8266775094486348,0.03816764131634574,0.7518689324685972,0.9014860864286725,True
16,"(16,)",IPW_propensity_wrong,1.4302733484375012,0.08109324439402256,1.271330589425217,1.5892161074497855,False
16,"(16,)",Direct_Q_correct,0.7957067084569573,0.006440886720756532,0.7830825704842745,0.8083308464296401,True
16,"(16,)",Direct_Q_wrong,0.5818674999999993,0.010598530228984803,0.5610943807511891,0.6026406192488095,False
17,"(17,)",DR_both_correct,0.7849072035500876,0.009901305951783759,0.7655006438845914,0.8043137632155838,True
17,"(17,)",DR_propensity_correct_Q_wrong,0.7860404547709109,0.010418962392034761,0.7656192884825228,0.806461621059299,True
17,"(17,)",DR_Q_correct_propensity_wrong,0.7881837732114451,0.05317906312978353,0.6839528094770694,0.8924147369458207,True
17,"(17,)",DR_both_wrong,1.4292498730468772,0.05455743561521126,1.3223172992410632,1.5361824468526912,False
17,"(17,)",IPW_propensity_correct,0.7937426580460687,0.037889402844805645,0.7194794284702496,0.8680058876218878,True
17,"(17,)",IPW_propensity_wrong,1.3269113390625014,0.07208021626956139,1.185634115174161,1.4681885629508418,False
17,"(17,)",Direct_Q_correct,0.7874133268060188,0.006425069159681885,0.7748201912530424,0.8000064623589953,True
17,"(17,)",Direct_Q_wrong,0.5683618749999991,0.010558967182310709,0.5476662993226702,0.5890574506773281,False
18,"(18,)",DR_both_correct,0.7967520150139816,0.00964469274637948,0.7778484172310779,0.8156556127968854,True
18,"(18,)",DR_propensity_correct_Q_wrong,0.7988977783199175,0.010114720408068835,0.7790729263201026,0.8187226303197324,True
18,"(18,)",DR_Q_correct_propensity_wrong,0.7334808840204678,0.05589816806380305,0.6239204746154139,0.8430412934255218,True
18,"(18,)",DR_both_wrong,1.3781814484374981,0.05568886422680873,1.269031274552953,1.4873316223220432,False
18,"(18,)",IPW_propensity_correct,0.7969228158340261,0.037515781258994574,0.7233918845663968,0.8704537471016555,True
18,"(18,)",IPW_propensity_wrong,1.3210562625000022,0.0766151029812094,1.170890660656832,1.4712218643431725,False
18,"(18,)",Direct_Q_correct,0.7919367982756286,0.006427972220826341,0.7793379727228089,0.8045356238284482,True
18,"(18,)",Direct_Q_wrong,0.5751146874999987,0.010581464332579607,0.5543750174081427,0.5958543575918548,False
19,"(19,)",DR_both_correct,0.7907466226019441,0.009915474905436381,0.7713122917872888,0.8101809534165993,True
19,"(19,)",DR_propensity_correct_Q_wrong,0.7915107573254234,0.010467650493783945,0.7709941623576069,0.81202735229324,True
19,"(19,)",DR_Q_correct_propensity_wrong,0.8317208903221877,0.058002073684200586,0.7180368259011545,0.9454049547432208,True
19,"(19,)",DR_both_wrong,1.4641765437500007,0.0590839657504409,1.3483719708791366,1.5799811166208648,False
19,"(19,)",IPW_propensity_correct,0.8344182956491493,0.03773603423100054,0.7604556685563882,0.9083809227419103,True
19,"(19,)",IPW_propensity_wrong,1.4920347140624994,0.07840953972931455,1.338352016193043,1.645717411931956,False
19,"(19,)",Direct_Q_correct,0.7968266571796915,0.006405836219138211,0.7842712181901805,0.8093820961692024,True
19,"(19,)",Direct_Q_wrong,0.5811171874999989,0.010596901340323006,0.5603472608729657,0.601887114127032,False
20,"(20,)",DR_both_correct,0.808503196836737,0.009487607728706006,0.7899074856884732,0.8270989079850007,True
20,"(20,)",DR_propensity_correct_Q_wrong,0.8095452531654601,0.010082523670582537,0.7897835067711183,0.8293069995598019,True
20,"(20,)",DR_Q_correct_propensity_wrong,0.8115041099689448,0.05303089436851779,0.70756355700665,0.9154446629312397,True
20,"(20,)",DR_both_wrong,1.4241282253906227,0.05449956925735393,1.317309069646209,1.5309473811350363,False
20,"(20,)",IPW_propensity_correct,0.7969852674498477,0.03804939031139715,0.7224084624395093,0.871562072460186,True
20,"(20,)",IPW_propensity_wrong,1.2408795210937509,0.06974051409023158,1.104188113476897,1.3775709287106048,False
20,"(20,)",Direct_Q_correct,0.8046755293495348,0.006442324104240679,0.7920485741052231,0.8173024845938465,True
20,"(20,)",Direct_Q_wrong,0.5968737499999991,0.010617128351033745,0.576064178431973,0.6176833215680252,False
21,"(21,)",DR_both_correct,0.7906755504340385,0.010053683353854415,0.7709703310604838,0.8103807698075931,True
21,"(21,)",DR_propensity_correct_Q_wrong,0.7886219070223706,0.011331442909347152,0.7664122789200501,0.810831535124691,True
21,"(21,)",DR_Q_correct_propensity_wrong,0.7592656676014456,0.0592176276301277,0.6431991174463954,0.875332217756496,True
21,"(21,)",DR_both_wrong,1.3922943054687502,0.05927321917463017,1.276118795886475,1.5084698150510254,False
21,"(21,)",IPW_propensity_correct,0.6725915060621991,0.03408816825072979,0.6057786962907687,0.7394043158336294,False
21,"(21,)",IPW_propensity_wrong,1.2401810484375044,0.07588280732433321,1.0914507460818113,1.3889113507931976,False
21,"(21,)",Direct_Q_correct,0.7906423615483633,0.006448808580765441,0.7780026967300631,0.8032820263666636,True
21,"(21,)",Direct_Q_wrong,0.5743643749999994,0.010579233420768306,0.5536290774952934,0.5950996725047053,False
22,"(22,)",DR_both_correct,0.7969969557712645,0.00966932594885369,0.7780450769115113,0.8159488346310177,True
22,"(22,)",DR_propensity_correct_Q_wrong,0.7959570336960062,0.010423198060913148,0.7755275654966165,0.816386501895396,True
22,"(22,)",DR_Q_correct_propensity_wrong,0.7592146133487102,0.05571490473380317,0.650013400070456,0.8684158266269644,True
22,"(22,)",DR_both_wrong,1.4033059675781265,0.055713897788874076,1.2941067279119334,1.5125052072443197,False
22,"(22,)",IPW_propensity_correct,0.8053670538350381,0.036843412715010966,0.7331539649136166,0.8775801427564597,True
22,"(22,)",IPW_propensity_wrong,1.4118814617187534,0.07967815044795616,1.2557122868407593,1.5680506365967475,False
22,"(22,)",Direct_Q_correct,0.7951081200078943,0.006433212520451061,0.7824990234678102,0.8077172165479785,True
22,"(22,)",Direct_Q_wrong,0.580366874999999,0.01059520570044648,0.5596002718271238,0.6011334781728741,False
23,"(23,)",DR_both_correct,0.790637577246171,0.010137557431334878,0.7707679646807546,0.8105071898115874,True
23,"(23,)",DR_propensity_correct_Q_wrong,0.7929599607619224,0.010918656696635956,0.7715593936365159,0.8143605278873289,True
23,"(23,)",DR_Q_correct_propensity_wrong,0.7316440142023053,0.05890735091158731,0.6161856064155942,0.8471024219890164,True
23,"(23,)",DR_both_wrong,1.3457322726562488,0.05713207812486968,1.2337533995315042,1.4577111457809935,False
23,"(23,)",IPW_propensity_correct,0.8227180003155763,0.03747817714968519,0.7492607731021933,0.8961752275289593,True
23,"(23,)",IPW_propensity_wrong,1.3652850304687525,0.07631525673276111,1.2157071272725406,1.5148629336649644,False
23,"(23,)",Direct_Q_correct,0.803855003973442,0.0064518885140703005,0.7912093024858642,0.8165007054610198,True
23,"(23,)",Direct_Q_wrong,0.596123437499997,0.010616829710235007,0.5753144512679363,0.6169324237320576,False
24,"(24,)",DR_both_correct,0.8110973306216157,0.009350159111932486,0.792771018762228,0.8294236424810034,True
24,"(24,)",DR_propensity_correct_Q_wrong,0.8115789119205198,0.009748161917286148,0.7924725145626389,0.8306853092784007,True
24,"(24,)",DR_Q_correct_propensity_wrong,0.8607510189563272,0.05437778511708504,0.7541705601268406,0.9673314777858139,True
24,"(24,)",DR_both_wrong,1.4846581082031256,0.057466765674261566,1.372023247481573,1.5972929689246782,False
24,"(24,)",IPW_propensity_correct,0.7533048841466677,0.03724193271765502,0.6803106960200639,0.8262990722732716,True
24,"(24,)",IPW_propensity_wrong,1.4117874128906278,0.08166841421129875,1.2517173210364823,1.5718575047447734,False
24,"(24,)",Direct_Q_correct,0.809286373943519,0.0064057272873591755,0.796731148460295,0.821841599426743,True
24,"(24,)",Direct_Q_wrong,0.6021259374999987,0.010617360621403088,0.5813159106820486,0.6229359643179487,False
25,"(25,)",DR_both_correct,0.7829941933084759,0.010485086540157071,0.762443423689768,0.8035449629271837,True
25,"(25,)",DR_propensity_correct_Q_wrong,0.7849351774862491,0.01094973080102879,0.7634737051162327,0.8063966498562655,True
25,"(25,)",DR_Q_correct_propensity_wrong,0.6810211238753509,0.061951410409564096,0.5595963594726052,0.8024458882780965,True
25,"(25,)",DR_both_wrong,1.318278729296875,0.05944862637726948,1.2017594215974268,1.4347980369963231,False
25,"(25,)",IPW_propensity_correct,0.7073958504843941,0.03538183244761035,0.6380474588870778,0.7767442420817104,False
25,"(25,)",IPW_propensity_wrong,1.2434907433593771,0.0776824777083356,1.0912330870510394,1.395748399667715,False
25,"(25,)",Direct_Q_correct,0.801493685285473,0.006459470273391829,0.7888331235496251,0.814154247021321,True
25,"(25,)",Direct_Q_wrong,0.5931221874999986,0.01061497131203704,0.572316843728406,0.6139275312715912,False
26,"(26,)",DR_both_correct,0.8007684253543982,0.00971543902507595,0.7817261648652494,0.819810685843547,True
26,"(26,)",DR_propensity_correct_Q_wrong,0.7999734549096904,0.010237098921732798,0.7799087410230942,0.8200381687962867,True
26,"(26,)",DR_Q_correct_propensity_wrong,0.74195057913082,0.05710130671583362,0.6300320179677861,0.8538691402938539,True
26,"(26,)",DR_both_wrong,1.38104035390625,0.057701326053807796,1.2679457548407866,1.4941349529717132,False
26,"(26,)",IPW_propensity_correct,0.8164151741953789,0.03894154479101035,0.7400897464049986,0.8927406019857592,True
26,"(26,)",IPW_propensity_wrong,1.312936996875,0.07750942647134844,1.161018520991157,1.464855472758843,False
26,"(26,)",Direct_Q_correct,0.8023451420299256,0.0064039456600553995,0.789793408536217,0.8148968755236341,True
26,"(26,)",Direct_Q_wrong,0.5901209374999989,0.01061205031447882,0.5693213188836205,0.6109205561163774,False
27,"(27,)",DR_both_correct,0.8133484770845559,0.009144807052876095,0.7954246552609188,0.8312722989081931,True
27,"(27,)",DR_propensity_correct_Q_wrong,0.8162801471841573,0.009973677696041138,0.7967317388999167,0.835828555468398,True
27,"(27,)",DR_Q_correct_propensity_wrong,0.8209635059583988,0.05054005920040034,0.7219049899256141,0.9200220219911835,True
27,"(27,)",DR_both_wrong,1.4235514003906249,0.052182207546475214,1.3212742735995335,1.5258285271817162,False
27,"(27,)",IPW_propensity_correct,0.807969943219518,0.038112961770430644,0.7332685381494739,0.8826713482895621,True
27,"(27,)",IPW_propensity_wrong,1.3727631492187515,0.07833666983114067,1.219223276349716,1.5263030220877871,False
27,"(27,)",Direct_Q_correct,0.8081888188586746,0.006376064292948952,0.7956917328444946,0.8206859048728545,True
27,"(27,)",Direct_Q_wrong,0.5991246874999993,0.010617626067031864,0.5783141404086168,0.6199352345913817,False
28,"(28,)",DR_both_correct,0.7972345174201204,0.009698427293186608,0.7782255999254747,0.8162434349147661,True
28,"(28,)",DR_propensity_correct_Q_wrong,0.7953516070154585,0.01075058674066098,0.7742804570037629,0.8164227570271541,True
28,"(28,)",DR_Q_correct_propensity_wrong,0.7574330989555854,0.05395256596404907,0.6516860696660493,0.8631801282451216,True
28,"(28,)",DR_both_wrong,1.368378415234373,0.053863364733725896,1.2628062203562702,1.4739506101124757,False
28,"(28,)",IPW_propensity_correct,0.7515472284379566,0.03656574119932287,0.6798783756872838,0.8232160811886294,True
28,"(28,)",IPW_propensity_wrong,1.2363457031250031,0.07021958432722175,1.0987153178436486,1.3739760884063577,False
28,"(28,)",Direct_Q_correct,0.7983599257709411,0.006442657196721544,0.7857323176653669,0.8109875338765152,True
28,"(28,)",Direct_Q_wrong,0.5863693749999992,0.010606903419383775,0.565579844298007,0.6071589057019914,False
29,"(29,)",DR_both_correct,0.7873318507594936,0.010254820802425447,0.7672324019867398,0.8074312995322475,True
29,"(29,)",DR_propensity_correct_Q_wrong,0.7893780632987855,0.010735709044813161,0.7683360735709517,0.8104200530266192,True
29,"(29,)",DR_Q_correct_propensity_wrong,0.7513230768103508,0.05602594200674159,0.6415122304771373,0.8611339231435643,True
29,"(29,)",DR_both_wrong,1.3945559320312484,0.05691106641127704,1.2830102418651455,1.5061016221973513,False
29,"(29,)",IPW_propensity_correct,0.7941581039290484,0.03736403333311207,0.7209245985961488,0.867391609261948,True
29,"(29,)",IPW_propensity_wrong,1.391210960156252,0.07837189491595754,1.2376020461209751,1.5448198741915287,False
29,"(29,)",Direct_Q_correct,0.7952297994946137,0.006437610145808152,0.7826120836088297,0.8078475153803977,True
29,"(29,)",Direct_Q_wrong,0.5803668749999991,0.010595205700446489,0.5596002718271239,0.6011334781728742,False
30,"(30,)",DR_both_correct,0.7919983995159451,0.010368578762226972,0.7716759851419802,0.81232081388991,True
30,"(30,)",DR_propensity_correct_Q_wrong,0.7973950170378243,0.01092354859139301,0.7759848617986941,0.8188051722769546,True
