0.00.069.037 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.070.397 W srv  llama_server: -----------------
0.00.070.399 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.070.399 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.070.400 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.070.400 W srv  llama_server: -----------------
0.00.072.559 I srv    load_model: loading model '/Users/yukangzengcmac/.cache/huggingface/hub/models--Qwen--Qwen2.5-3B-Instruct-GGUF/snapshots/7dabda4d13d513e3e842b20f0d435c732f172cbe/qwen2.5-3b-instruct-q4_k_m.gguf'
0.00.235.557 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.00.443.132 I cmn          init: llama threadpool init, n_threads = 4
0.00.523.047 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'false'
0.00.529.607 I srv  llama_server: model loaded
0.00.529.609 I srv  llama_server: listening on http://127.0.0.1:8193
0.04.628.949 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.36.276.602 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.649 (> 0.100 thold), f_keep = 0.437
0.36.278.072 I slot launch_slot_: id  2 | task 1187 | processing task, is_child = 0
0.39.046.045 I slot print_timing: id  2 | task 1187 | prompt eval time =     262.68 ms /   299 tokens (    0.88 ms per token,  1138.28 tokens per second)
0.39.046.046 I slot print_timing: id  2 | task 1187 |        eval time =    2505.24 ms /   118 tokens (   21.41 ms per token,    46.70 tokens per second)
0.39.046.047 I slot print_timing: id  2 | task 1187 |       total time =    2767.92 ms /   417 tokens
0.39.046.047 I slot print_timing: id  2 | task 1187 |    graphs reused =       1214
0.39.046.063 I slot      release: id  2 | task 1187 | stop processing: n_tokens = 416, truncated = 0
0.39.053.181 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.719
0.39.053.195 I slot launch_slot_: id  2 | task 1306 | processing task, is_child = 0
0.41.462.310 I slot print_timing: id  2 | task 1306 | prompt eval time =     261.87 ms /   299 tokens (    0.88 ms per token,  1141.80 tokens per second)
0.41.462.312 I slot print_timing: id  2 | task 1306 |        eval time =    2147.21 ms /   101 tokens (   21.47 ms per token,    46.57 tokens per second)
0.41.462.312 I slot print_timing: id  2 | task 1306 |       total time =    2409.08 ms /   400 tokens
0.41.462.313 I slot print_timing: id  2 | task 1306 |    graphs reused =       1313
0.41.462.329 I slot      release: id  2 | task 1306 | stop processing: n_tokens = 399, truncated = 0
0.41.467.657 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.594 (> 0.100 thold), f_keep = 0.672
0.41.467.672 I slot launch_slot_: id  2 | task 1408 | processing task, is_child = 0
0.43.371.681 I slot print_timing: id  2 | task 1408 | prompt eval time =     373.72 ms /   451 tokens (    0.83 ms per token,  1206.79 tokens per second)
0.43.371.683 I slot print_timing: id  2 | task 1408 |        eval time =    1530.26 ms /    72 tokens (   21.55 ms per token,    46.40 tokens per second)
0.43.371.684 I slot print_timing: id  2 | task 1408 |       total time =    1903.98 ms /   523 tokens
0.43.371.684 I slot print_timing: id  2 | task 1408 |    graphs reused =       1382
0.43.371.704 I slot      release: id  2 | task 1408 | stop processing: n_tokens = 522, truncated = 0
0.43.384.882 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
0.43.385.502 I slot launch_slot_: id  1 | task 1482 | processing task, is_child = 0
0.44.191.062 I slot print_timing: id  1 | task 1482 | prompt eval time =     375.14 ms /   446 tokens (    0.84 ms per token,  1188.90 tokens per second)
0.44.191.064 I slot print_timing: id  1 | task 1482 |        eval time =     429.81 ms /    21 tokens (   21.49 ms per token,    46.53 tokens per second)
0.44.191.065 I slot print_timing: id  1 | task 1482 |       total time =     804.94 ms /   467 tokens
0.44.191.065 I slot print_timing: id  1 | task 1482 |    graphs reused =       1401
0.44.191.084 I slot      release: id  1 | task 1482 | stop processing: n_tokens = 466, truncated = 0
0.44.196.132 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.900 (> 0.100 thold), f_keep = 0.466
0.44.197.450 I slot launch_slot_: id  1 | task 1504 | processing task, is_child = 0
0.44.812.634 I slot print_timing: id  1 | task 1504 | prompt eval time =     184.53 ms /   241 tokens (    0.77 ms per token,  1306.03 tokens per second)
0.44.812.636 I slot print_timing: id  1 | task 1504 |        eval time =     430.59 ms /    21 tokens (   21.53 ms per token,    46.45 tokens per second)
0.44.812.637 I slot print_timing: id  1 | task 1504 |       total time =     615.12 ms /   262 tokens
0.44.812.637 I slot print_timing: id  1 | task 1504 |    graphs reused =       1419
0.44.812.651 I slot      release: id  1 | task 1504 | stop processing: n_tokens = 261, truncated = 0
0.44.817.677 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.875 (> 0.100 thold), f_keep = 0.831
0.44.817.691 I slot launch_slot_: id  1 | task 1526 | processing task, is_child = 0
0.45.689.986 I slot print_timing: id  1 | task 1526 | prompt eval time =     185.78 ms /   248 tokens (    0.75 ms per token,  1334.95 tokens per second)
0.45.689.988 I slot print_timing: id  1 | task 1526 |        eval time =     686.45 ms /    33 tokens (   21.45 ms per token,    46.62 tokens per second)
0.45.689.988 I slot print_timing: id  1 | task 1526 |       total time =     872.23 ms /   281 tokens
0.45.689.989 I slot print_timing: id  1 | task 1526 |    graphs reused =       1449
0.45.690.004 I slot      release: id  1 | task 1526 | stop processing: n_tokens = 280, truncated = 0
0.45.695.158 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.507 (> 0.100 thold), f_keep = 0.775
0.45.695.171 I slot launch_slot_: id  1 | task 1560 | processing task, is_child = 0
0.46.502.643 I slot print_timing: id  1 | task 1560 | prompt eval time =     369.51 ms /   428 tokens (    0.86 ms per token,  1158.30 tokens per second)
0.46.502.645 I slot print_timing: id  1 | task 1560 |        eval time =     437.90 ms /    21 tokens (   21.90 ms per token,    45.67 tokens per second)
0.46.502.645 I slot print_timing: id  1 | task 1560 |       total time =     807.41 ms /   449 tokens
0.46.502.645 I slot print_timing: id  1 | task 1560 |    graphs reused =       1468
0.46.502.664 I slot      release: id  1 | task 1560 | stop processing: n_tokens = 448, truncated = 0
0.46.507.790 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.471 (> 0.100 thold), f_keep = 0.424
0.46.509.319 I slot launch_slot_: id  1 | task 1582 | processing task, is_child = 0
0.47.302.609 I slot print_timing: id  1 | task 1582 | prompt eval time =     363.25 ms /   403 tokens (    0.90 ms per token,  1109.43 tokens per second)
0.47.302.611 I slot print_timing: id  1 | task 1582 |        eval time =     429.97 ms /    21 tokens (   21.50 ms per token,    46.51 tokens per second)
0.47.302.611 I slot print_timing: id  1 | task 1582 |       total time =     793.22 ms /   424 tokens
0.47.302.611 I slot print_timing: id  1 | task 1582 |    graphs reused =       1487
0.47.302.631 I slot      release: id  1 | task 1582 | stop processing: n_tokens = 423, truncated = 0
0.47.326.516 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.788 (> 0.100 thold), f_keep = 0.449
0.47.328.086 I slot launch_slot_: id  1 | task 1604 | processing task, is_child = 0
0.47.939.640 I slot print_timing: id  1 | task 1604 | prompt eval time =     183.72 ms /   241 tokens (    0.76 ms per token,  1311.77 tokens per second)
0.47.939.642 I slot print_timing: id  1 | task 1604 |        eval time =     427.77 ms /    21 tokens (   21.39 ms per token,    46.75 tokens per second)
0.47.939.642 I slot print_timing: id  1 | task 1604 |       total time =     611.49 ms /   262 tokens
0.47.939.643 I slot print_timing: id  1 | task 1604 |    graphs reused =       1505
0.47.939.657 I slot      release: id  1 | task 1604 | stop processing: n_tokens = 261, truncated = 0
0.47.944.705 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.875 (> 0.100 thold), f_keep = 0.831
0.47.944.718 I slot launch_slot_: id  1 | task 1626 | processing task, is_child = 0
0.48.647.105 I slot print_timing: id  1 | task 1626 | prompt eval time =     186.31 ms /   248 tokens (    0.75 ms per token,  1331.13 tokens per second)
0.48.647.107 I slot print_timing: id  1 | task 1626 |        eval time =     516.02 ms /    25 tokens (   21.50 ms per token,    46.51 tokens per second)
0.48.647.108 I slot print_timing: id  1 | task 1626 |       total time =     702.33 ms /   273 tokens
0.48.647.108 I slot print_timing: id  1 | task 1626 |    graphs reused =       1527
0.48.647.123 I slot      release: id  1 | task 1626 | stop processing: n_tokens = 272, truncated = 0
0.48.652.303 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.507 (> 0.100 thold), f_keep = 0.798
0.48.652.315 I slot launch_slot_: id  1 | task 1652 | processing task, is_child = 0
0.49.454.755 I slot print_timing: id  1 | task 1652 | prompt eval time =     370.12 ms /   428 tokens (    0.86 ms per token,  1156.40 tokens per second)
0.49.454.757 I slot print_timing: id  1 | task 1652 |        eval time =     432.26 ms /    21 tokens (   21.61 ms per token,    46.27 tokens per second)
0.49.454.758 I slot print_timing: id  1 | task 1652 |       total time =     802.38 ms /   449 tokens
0.49.454.758 I slot print_timing: id  1 | task 1652 |    graphs reused =       1546
0.49.454.776 I slot      release: id  1 | task 1652 | stop processing: n_tokens = 448, truncated = 0
0.49.459.793 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.471 (> 0.100 thold), f_keep = 0.424
0.49.460.270 I slot launch_slot_: id  1 | task 1674 | processing task, is_child = 0
0.50.255.750 I slot print_timing: id  1 | task 1674 | prompt eval time =     363.06 ms /   403 tokens (    0.90 ms per token,  1110.01 tokens per second)
0.50.255.751 I slot print_timing: id  1 | task 1674 |        eval time =     432.36 ms /    21 tokens (   21.62 ms per token,    46.26 tokens per second)
0.50.255.752 I slot print_timing: id  1 | task 1674 |       total time =     795.42 ms /   424 tokens
0.50.255.752 I slot print_timing: id  1 | task 1674 |    graphs reused =       1565
0.50.255.771 I slot      release: id  1 | task 1674 | stop processing: n_tokens = 423, truncated = 0
0.50.260.874 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.426 (> 0.100 thold), f_keep = 0.449
0.50.261.747 I slot launch_slot_: id  1 | task 1696 | processing task, is_child = 0
0.51.065.094 I slot print_timing: id  1 | task 1696 | prompt eval time =     374.17 ms /   446 tokens (    0.84 ms per token,  1191.98 tokens per second)
0.51.065.096 I slot print_timing: id  1 | task 1696 |        eval time =     429.12 ms /    21 tokens (   21.46 ms per token,    46.61 tokens per second)
0.51.065.096 I slot print_timing: id  1 | task 1696 |       total time =     803.28 ms /   467 tokens
0.51.065.097 I slot print_timing: id  1 | task 1696 |    graphs reused =       1584
0.51.065.115 I slot      release: id  1 | task 1696 | stop processing: n_tokens = 466, truncated = 0
0.51.079.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.51.079.390 I slot launch_slot_: id  0 | task 1719 | processing task, is_child = 0
